num_tricks,num_players,player,hand,flipped_card,pred_bid,actual_bid
9,2,1,Player 1: [9C 5C] [KD JD] [QH 9H 6H] [AS 3S] ,8H,3.257709467148719,3
9,2,2,Player 2: [4C 2C] [AD QD 5D] [AH 3H] [TS 6S] ,8H,2.4656430396564284,2
9,2,3,Player 3: [AC TC 7C] [] [7H 5H 2H] [QS 8S 2S] ,8H,3.7193010207590422,4
9,2,0,Player 0: [5C] [5D 4D] [AH QH 9H 4H 2H] [QS] ,AD,2.0042716002895733,2
9,2,1,Player 1: [6C 2C] [8D 7D 6D] [] [TS 9S 5S 3S] ,AD,1.9428317352335143,2
9,2,2,Player 2: [AC TC 9C 8C 3C] [QD 9D] [] [KS 7S] ,AD,3.650400128807947,4
9,2,3,Player 3: [QC] [TD 3D] [KH TH 3H] [8S 4S 2S] ,AD,0.7369443596265564,0
9,2,0,Player 0: [TC 9C] [AD 6D] [9H 5H] [JS 6S 5S] ,AS,2.3476036665021462,2
9,2,1,Player 1: [AC 4C 3C] [JD] [6H 4H] [QS 9S 7S] ,AS,2.802285691675191,3
9,2,2,Player 2: [] [TD 9D 7D 3D] [AH 7H 3H] [KS 3S] ,AS,2.827825888175546,3
9,2,3,Player 3: [QC JC 8C 2C] [8D] [QH 8H] [4S 2S] ,AS,0,0
9,2,0,Player 0: [KC] [QD 7D 6D] [9H 3H] [AS QS 4S] ,8D,3.317805908521209,3
9,2,1,Player 1: [AC TC] [5D] [KH QH JH TH 7H 2H] [] ,8D,1.998117674364452,2
9,2,2,Player 2: [9C 8C 5C 2C] [AD JD 3D 2D] [5H] [] ,8D,3.693893279848224,4
9,2,3,Player 3: [7C 6C] [KD TD] [AH 8H 4H] [JS TS] ,8D,0.6730137525795461,1
9,2,0,Player 0: [AC QC 6C] [TD 2D] [AH] [QS 7S 4S] ,6D,3.8175875651897346,4
9,2,1,Player 1: [JC 3C 2C] [5D] [QH JH TH 9H] [KS] ,6D,0.5565258883039512,1
9,2,2,Player 2: [KC] [QD 8D 7D 4D] [6H] [AS TS 3S] ,6D,3.6082174908261093,4
9,2,3,Player 3: [9C] [9D] [KH 8H 4H 2H] [JS 8S 2S] ,6D,0,1
9,2,0,Player 0: [5C 3C] [QD 5D 4D] [] [KS 9S 8S 7S] ,9C,2.1301632868611486,2
9,2,1,Player 1: [JC 7C 6C] [AD KD 9D] [3H 2H] [3S] ,9C,3.073239703670976,3
9,2,2,Player 2: [TC 8C] [JD 2D] [QH 7H 5H] [TS 2S] ,9C,1.019116121005312,1
9,2,3,Player 3: [AC 2C] [8D 7D] [AH KH 6H] [JS 5S] ,9C,3.2697777948397047,4
9,2,0,Player 0: [2C] [KD JD TD 9D] [6H] [KS 7S 3S] ,2D,4.284137145832827,4
9,2,1,Player 1: [KC 9C 5C] [6D 5D] [KH 5H 3H] [6S] ,2D,0.6461100380755805,1
9,2,2,Player 2: [JC TC 3C] [7D 3D] [4H 2H] [TS 8S] ,2D,0.35762868663505276,0
9,2,3,Player 3: [7C 6C 4C] [AD 4D] [8H 7H] [AS 9S] ,2D,4.119673099096594,5
9,2,0,Player 0: [5C] [KD 6D 5D 3D] [TH 6H 5H 2H] [] ,3C,1.374290376755394,1
9,2,1,Player 1: [TC] [TD] [AH KH JH 3H] [QS 9S 5S] ,3C,2.7552523380956053,3
9,2,2,Player 2: [QC 8C 7C] [] [8H 4H] [AS TS 4S 2S] ,3C,3.9780109641924675,4
9,2,3,Player 3: [9C 6C 4C] [AD 2D] [7H] [JS 8S 3S] ,3C,0.9508167333213413,0
9,2,0,Player 0: [TC 6C 2C] [] [KH TH 8H] [9S 3S 2S] ,9H,3.3232354755504216,3
9,2,1,Player 1: [4C] [JD TD 9D 8D] [QH 2H] [KS JS] ,9H,1.8693493865619193,2
9,2,2,Player 2: [KC QC] [6D 5D 3D] [AH JH] [8S 4S] ,9H,2.4683447780292895,2
9,2,3,Player 3: [AC JC 9C 8C 7C] [AD] [] [TS 7S 5S] ,9H,1.5052689091251767,1
9,2,0,Player 0: [KC 8C 5C 4C 3C] [] [AH] [QS 5S 4S] ,8H,1.509755727045892,2
9,2,1,Player 1: [TC] [6D] [KH TH 6H 5H 3H] [JS 9S] ,8H,3.9056749427023423,4
9,2,2,Player 2: [QC JC 9C] [AD 3D 2D] [] [KS TS 7S] ,8H,0.5216209424883066,1
9,2,3,Player 3: [AC 6C] [KD 9D 7D] [JH 9H 4H] [8S] ,8H,2.789615740164752,3
9,2,0,Player 0: [AC TC 6C 4C 2C] [KD] [7H 3H] [2S] ,QH,2.408172110608414,2
9,2,1,Player 1: [9C 5C] [JD 6D] [8H 6H] [8S 4S 3S] ,QH,0.7327444107973242,1
9,2,2,Player 2: [8C] [QD 9D 3D] [AH TH] [JS TS 5S] ,QH,3.2355409620157007,3
9,2,3,Player 3: [QC 7C] [5D 4D 2D] [KH 2H] [QS 6S] ,QH,2.2322248255497077,2
8,2,0,Player 0: [QC] [AD QD JD 2D] [AH TH] [JS] ,5H,3.2420883418963875,3
8,2,1,Player 1: [9C 7C] [3D] [JH 9H] [KS 8S 4S] ,5H,1.5031746306201759,2
8,2,2,Player 2: [TC 3C] [6D] [8H 7H] [QS TS 6S] ,5H,0.24864461229287976,0
8,2,3,Player 3: [AC KC 8C 5C 4C] [7D] [QH] [5S] ,5H,2.946825796944078,2
8,2,0,Player 0: [4C] [AD JD] [8H 4H 2H] [8S 3S] ,5D,2.26,2
8,2,1,Player 1: [KC 2C] [9D 3D] [JH 5H 3H] [JS] ,5D,1.178099840325772,1
8,2,2,Player 2: [QC TC 9C] [7D 2D] [AH] [QS 7S] ,5D,2.4533991996160567,2
8,2,3,Player 3: [5C] [TD 8D 6D] [QH 9H 7H] [TS] ,5D,3.143544960794687,4
8,2,0,Player 0: [KC 8C] [AD] [KH 8H 7H] [5S 3S] ,4H,2.8798232281050526,3
8,2,1,Player 1: [TC 4C] [6D] [] [AS KS JS TS 2S] ,4H,0.32577652341360164,0
8,2,2,Player 2: [AC 5C] [JD 9D 7D] [9H] [7S 4S] ,4H,1.6631975586351608,2
8,2,3,Player 3: [9C 3C] [QD 8D] [2H] [QS 9S 6S] ,4H,1.56549063054418,2
8,2,0,Player 0: [KC 8C 6C] [9D 4D] [JH] [JS 8S] ,4S,1.9374808658206568,2
8,2,1,Player 1: [QC TC] [5D] [9H 8H 7H 5H] [KS] ,4S,1.2741370452339662,1
8,2,2,Player 2: [] [QD TD 3D] [KH 6H 4H 3H] [TS] ,4S,2.1482932767157474,2
8,2,3,Player 3: [9C 4C 2C] [6D] [TH] [QS 3S 2S] ,4S,3.0269755492558024,4
8,2,0,Player 0: [TC 6C 3C] [] [JH] [KS 7S 5S 4S] ,6D,0.40213299735770175,0
8,2,1,Player 1: [] [8D 3D] [4H 2H] [9S 6S 3S 2S] ,6D,2.225001094633668,2
8,2,2,Player 2: [AC KC 2C] [9D] [] [AS QS JS 8S] ,6D,3.888080453930772,4
8,2,3,Player 3: [9C] [KD JD 2D] [AH QH 9H] [TS] ,6D,3.538490942159434,4
8,2,0,Player 0: [AC KC 8C] [5D] [9H 2H] [3S 2S] ,KH,1.6776335653544097,2
8,2,1,Player 1: [QC JC] [AD KD 4D] [5H] [JS 8S] ,KH,1.3612200938202956,1
8,2,2,Player 2: [5C 2C] [7D 6D] [] [AS QS 6S 5S] ,KH,1.3293273206965255,1
8,2,3,Player 3: [6C] [TD] [JH TH 6H 3H] [KS TS] ,KH,5.692360457582293,6
8,2,0,Player 0: [KC] [QD TD] [9H 8H 5H] [KS 7S] ,5C,1.6807265016153246,2
8,2,1,Player 1: [JC 3C] [7D 5D 4D] [6H] [AS 5S] ,5C,2.393220958797215,2
8,2,2,Player 2: [AC 6C] [AD KD JD] [AH] [4S 2S] ,5C,3.4507173062677206,3
8,2,3,Player 3: [TC 2C] [9D 2D] [KH QH 4H] [9S] ,5C,0.769449520564969,0
8,2,0,Player 0: [TC 8C 6C 5C] [TD] [AH JH] [TS] ,4S,2.082412696510819,2
8,2,1,Player 1: [QC 4C] [AD 2D] [5H 4H] [9S 5S] ,4S,1.7106325188856397,2
8,2,2,Player 2: [JC 7C] [6D 4D 3D] [TH] [KS 7S] ,4S,1.569641087543661,2
8,2,3,Player 3: [] [9D 8D 5D] [KH 8H] [AS 6S 2S] ,4S,3.008257217681693,3
8,2,0,Player 0: [3C 2C] [JD] [KH JH] [QS 7S 2S] ,5S,1.9985699114877262,2
8,2,1,Player 1: [AC] [KD 3D] [AH QH] [9S 8S 6S] ,5S,3.86816400716326,4
8,2,2,Player 2: [KC QC TC 4C] [7D 5D 2D] [2H] [] ,5S,0,0
8,2,3,Player 3: [JC 9C 5C] [QD 8D 6D] [6H] [AS] ,5S,1.2870434161217152,1
8,2,0,Player 0: [KC JC TC 6C] [9D 3D] [] [JS TS] ,4H,0.38754578144804186,0
8,2,1,Player 1: [QC 9C 7C 5C] [KD QD 2D] [AH] [] ,4H,2.3648504538464237,2
8,2,2,Player 2: [] [7D 4D] [9H 7H 3H] [KS 7S 3S] ,4H,3.0285937611239566,3
8,2,3,Player 3: [] [TD 8D 6D 5D] [JH TH 6H] [6S] ,4H,4.391265782442599,4
8,2,0,Player 0: [KC 8C 7C 2C] [AD 9D 7D] [QH] [] ,KS,1.3159690099584362,1
8,2,1,Player 1: [JC 6C] [TD 8D] [3H] [AS 7S 6S] ,KS,1.96553134013637,2
8,2,2,Player 2: [QC 9C 5C] [QD] [TH 9H] [9S 2S] ,KS,1.538600440197843,2
8,2,3,Player 3: [3C] [JD 4D 3D] [KH] [QS JS 5S] ,KS,4.230525100879778,4
